07/19 03:49:39 AM | 
07/28 06:47:24 PM | Train: [  6/600] Step 1000/1041 Loss 1.197 Prec@(1,5) (70.4%, 97.5%)
07/28 06:47:41 PM | Train: [  6/600] Step 1041/1041 Loss 1.197 Prec@(1,5) (70.4%, 97.5%)
07/28 06:47:41 PM | Train: [  6/600] Final Prec@1 70.3820%
07/28 06:47:41 PM | Valid: [  6/600] Step 000/208 Loss 0.815 Prec@(1,5) (72.9%, 97.9%)
07/28 06:47:59 PM | Valid: [  6/600] Step 200/208 Loss 0.817 Prec@(1,5) (72.8%, 97.9%)
07/28 06:48:00 PM | Valid: [  6/600] Step 208/208 Loss 0.819 Prec@(1,5) (72.7%, 97.9%)
07/28 06:48:00 PM | Valid: [  6/600] Final Prec@1 72.7200%
07/28 06:48:00 PM | Epoch 6 LR 0.0249916049222332
07/28 06:48:01 PM | Train: [  7/600] Step 000/1041 Loss 0.756 Prec@(1,5) (83.3%, 100.0%)
07/28 06:49:21 PM | Train: [  7/600] Step 200/1041 Loss 1.147 Prec@(1,5) (71.7%, 97.8%)
07/28 06:50:43 PM | Train: [  7/600] Step 400/1041 Loss 1.141 Prec@(1,5) (72.0%, 97.8%)
07/28 06:51:48 PM | Train: [  7/600] Step 600/1041 Loss 1.133 Prec@(1,5) (72.1%, 97.8%)
07/28 06:53:09 PM | Train: [  7/600] Step 800/1041 Loss 1.126 Prec@(1,5) (72.3%, 97.8%)
07/28 06:54:30 PM | Train: [  7/600] Step 1000/1041 Loss 1.116 Prec@(1,5) (72.5%, 97.8%)
07/28 06:54:47 PM | Train: [  7/600] Step 1041/1041 Loss 1.116 Prec@(1,5) (72.6%, 97.8%)
07/28 06:54:47 PM | Train: [  7/600] Final Prec@1 72.5500%
07/28 06:54:47 PM | Valid: [  7/600] Step 000/208 Loss 0.675 Prec@(1,5) (77.1%, 100.0%)
07/28 06:55:07 PM | Valid: [  7/600] Step 200/208 Loss 0.644 Prec@(1,5) (77.7%, 98.6%)
07/28 06:55:08 PM | Valid: [  7/600] Step 208/208 Loss 0.644 Prec@(1,5) (77.7%, 98.7%)
07/28 06:55:08 PM | Valid: [  7/600] Final Prec@1 77.6600%
07/28 06:55:08 PM | Epoch 7 LR 0.024989035376235726
07/28 06:55:09 PM | Train: [  8/600] Step 000/1041 Loss 0.700 Prec@(1,5) (83.3%, 100.0%)
07/28 06:56:32 PM | Train: [  8/600] Step 200/1041 Loss 1.058 Prec@(1,5) (73.8%, 98.1%)
07/28 06:57:56 PM | Train: [  8/600] Step 400/1041 Loss 1.063 Prec@(1,5) (73.9%, 98.0%)
07/28 06:59:15 PM | Train: [  8/600] Step 600/1041 Loss 1.071 Prec@(1,5) (73.6%, 97.9%)
07/28 07:00:20 PM | Train: [  8/600] Step 800/1041 Loss 1.060 Prec@(1,5) (74.1%, 98.0%)
07/28 07:01:24 PM | Train: [  8/600] Step 1000/1041 Loss 1.057 Prec@(1,5) (74.2%, 98.0%)
07/28 07:01:37 PM | Train: [  8/600] Step 1041/1041 Loss 1.056 Prec@(1,5) (74.2%, 98.0%)
07/28 07:01:37 PM | Train: [  8/600] Final Prec@1 74.2120%
07/28 07:01:38 PM | Valid: [  8/600] Step 000/208 Loss 0.468 Prec@(1,5) (85.4%, 97.9%)
07/28 07:01:55 PM | Valid: [  8/600] Step 200/208 Loss 0.617 Prec@(1,5) (79.2%, 98.8%)
07/28 07:01:55 PM | Valid: [  8/600] Step 208/208 Loss 0.619 Prec@(1,5) (79.0%, 98.8%)
07/28 07:01:55 PM | Valid: [  8/600] Final Prec@1 79.0400%
07/28 07:01:56 PM | Epoch 8 LR 0.02498612343702462
07/28 07:01:56 PM | Train: [  9/600] Step 000/1041 Loss 1.115 Prec@(1,5) (70.8%, 97.9%)
07/28 07:03:14 PM | Train: [  9/600] Step 200/1041 Loss 1.024 Prec@(1,5) (74.8%, 98.1%)
07/28 07:04:34 PM | Train: [  9/600] Step 400/1041 Loss 1.019 Prec@(1,5) (74.9%, 98.2%)
07/28 07:05:56 PM | Train: [  9/600] Step 600/1041 Loss 1.023 Prec@(1,5) (74.8%, 98.2%)
07/28 07:07:18 PM | Train: [  9/600] Step 800/1041 Loss 1.015 Prec@(1,5) (75.1%, 98.2%)
07/28 07:08:41 PM | Train: [  9/600] Step 1000/1041 Loss 1.017 Prec@(1,5) (75.1%, 98.2%)
07/28 07:08:58 PM | Train: [  9/600] Step 1041/1041 Loss 1.015 Prec@(1,5) (75.1%, 98.2%)
07/28 07:08:58 PM | Train: [  9/600] Final Prec@1 75.1260%
07/28 07:08:59 PM | Valid: [  9/600] Step 000/208 Loss 0.600 Prec@(1,5) (83.3%, 100.0%)
07/28 07:09:15 PM | Valid: [  9/600] Step 200/208 Loss 0.566 Prec@(1,5) (81.0%, 98.8%)
07/28 07:09:15 PM | Valid: [  9/600] Step 208/208 Loss 0.567 Prec@(1,5) (81.0%, 98.9%)
07/28 07:09:15 PM | Valid: [  9/600] Final Prec@1 80.9500%
07/28 07:09:16 PM | Epoch 9 LR 0.024982869184432165
07/28 07:09:17 PM | Train: [ 10/600] Step 000/1041 Loss 1.192 Prec@(1,5) (68.8%, 97.9%)
07/28 07:10:20 PM | Train: [ 10/600] Step 200/1041 Loss 0.973 Prec@(1,5) (76.0%, 98.2%)
07/28 07:11:37 PM | Train: [ 10/600] Step 400/1041 Loss 0.976 Prec@(1,5) (75.7%, 98.3%)
07/28 07:12:57 PM | Train: [ 10/600] Step 600/1041 Loss 0.975 Prec@(1,5) (75.8%, 98.3%)
07/28 07:14:19 PM | Train: [ 10/600] Step 800/1041 Loss 0.972 Prec@(1,5) (75.9%, 98.3%)
07/28 07:15:44 PM | Train: [ 10/600] Step 1000/1041 Loss 0.975 Prec@(1,5) (75.8%, 98.3%)
07/28 07:16:02 PM | Train: [ 10/600] Step 1041/1041 Loss 0.975 Prec@(1,5) (75.8%, 98.3%)
07/28 07:16:02 PM | Train: [ 10/600] Final Prec@1 75.8060%
07/28 07:16:02 PM | Valid: [ 10/600] Step 000/208 Loss 0.492 Prec@(1,5) (79.2%, 100.0%)
07/28 07:16:20 PM | Valid: [ 10/600] Step 200/208 Loss 0.552 Prec@(1,5) (80.8%, 99.1%)
07/28 07:16:21 PM | Valid: [ 10/600] Step 208/208 Loss 0.553 Prec@(1,5) (80.8%, 99.2%)
07/28 07:16:21 PM | Valid: [ 10/600] Final Prec@1 80.7700%
07/28 07:16:21 PM | Epoch 10 LR 0.02497927270767535
07/28 07:16:22 PM | Train: [ 11/600] Step 000/1041 Loss 1.147 Prec@(1,5) (66.7%, 95.8%)
07/28 07:17:40 PM | Train: [ 11/600] Step 200/1041 Loss 0.952 Prec@(1,5) (76.5%, 98.4%)
07/28 07:18:44 PM | Train: [ 11/600] Step 400/1041 Loss 0.944 Prec@(1,5) (76.7%, 98.5%)
07/28 07:19:48 PM | Train: [ 11/600] Step 600/1041 Loss 0.951 Prec@(1,5) (76.3%, 98.5%)
07/28 07:20:54 PM | Train: [ 11/600] Step 800/1041 Loss 0.945 Prec@(1,5) (76.6%, 98.5%)
07/28 07:22:13 PM | Train: [ 11/600] Step 1000/1041 Loss 0.942 Prec@(1,5) (76.7%, 98.5%)
07/28 07:22:30 PM | Train: [ 11/600] Step 1041/1041 Loss 0.944 Prec@(1,5) (76.7%, 98.4%)
07/28 07:22:30 PM | Train: [ 11/600] Final Prec@1 76.6780%
07/28 07:22:30 PM | Valid: [ 11/600] Step 000/208 Loss 0.525 Prec@(1,5) (85.4%, 97.9%)
07/28 07:22:49 PM | Valid: [ 11/600] Step 200/208 Loss 0.634 Prec@(1,5) (79.2%, 98.8%)
07/28 07:22:50 PM | Valid: [ 11/600] Step 208/208 Loss 0.636 Prec@(1,5) (79.1%, 98.8%)
07/28 07:22:50 PM | Valid: [ 11/600] Final Prec@1 79.0500%
07/28 07:22:50 PM | Epoch 11 LR 0.02497533410535339
07/28 07:22:51 PM | Train: [ 12/600] Step 000/1041 Loss 0.803 Prec@(1,5) (79.2%, 97.9%)
07/28 07:24:13 PM | Train: [ 12/600] Step 200/1041 Loss 0.916 Prec@(1,5) (78.2%, 98.3%)
07/28 07:25:34 PM | Train: [ 12/600] Step 400/1041 Loss 0.921 Prec@(1,5) (77.9%, 98.4%)
07/28 07:26:57 PM | Train: [ 12/600] Step 600/1041 Loss 0.922 Prec@(1,5) (77.8%, 98.4%)
07/28 07:28:17 PM | Train: [ 12/600] Step 800/1041 Loss 0.916 Prec@(1,5) (77.9%, 98.4%)
07/28 07:29:20 PM | Train: [ 12/600] Step 1000/1041 Loss 0.913 Prec@(1,5) (78.0%, 98.4%)
07/28 07:29:36 PM | Train: [ 12/600] Step 1041/1041 Loss 0.915 Prec@(1,5) (77.9%, 98.4%)
07/28 07:29:36 PM | Train: [ 12/600] Final Prec@1 77.9000%
07/28 07:29:37 PM | Valid: [ 12/600] Step 000/208 Loss 0.323 Prec@(1,5) (87.5%, 100.0%)
07/28 07:29:55 PM | Valid: [ 12/600] Step 200/208 Loss 0.508 Prec@(1,5) (82.3%, 99.3%)
07/28 07:29:55 PM | Valid: [ 12/600] Step 208/208 Loss 0.510 Prec@(1,5) (82.2%, 99.3%)
07/28 07:29:55 PM | Valid: [ 12/600] Final Prec@1 82.2300%
07/28 07:29:56 PM | Epoch 12 LR 0.024971053485445063
07/28 07:29:57 PM | Train: [ 13/600] Step 000/1041 Loss 0.964 Prec@(1,5) (81.2%, 97.9%)
07/28 07:31:18 PM | Train: [ 13/600] Step 200/1041 Loss 0.880 Prec@(1,5) (78.3%, 98.6%)
07/28 07:32:40 PM | Train: [ 13/600] Step 400/1041 Loss 0.894 Prec@(1,5) (78.3%, 98.5%)
07/28 07:34:05 PM | Train: [ 13/600] Step 600/1041 Loss 0.902 Prec@(1,5) (78.0%, 98.4%)
07/28 07:35:29 PM | Train: [ 13/600] Step 800/1041 Loss 0.903 Prec@(1,5) (78.0%, 98.5%)
07/28 07:36:50 PM | Train: [ 13/600] Step 1000/1041 Loss 0.891 Prec@(1,5) (78.2%, 98.5%)
07/28 07:37:03 PM | Train: [ 13/600] Step 1041/1041 Loss 0.893 Prec@(1,5) (78.2%, 98.5%)
07/28 07:37:04 PM | Train: [ 13/600] Final Prec@1 78.1580%
07/28 07:37:04 PM | Valid: [ 13/600] Step 000/208 Loss 0.671 Prec@(1,5) (75.0%, 100.0%)
07/28 07:37:22 PM | Valid: [ 13/600] Step 200/208 Loss 0.552 Prec@(1,5) (81.3%, 99.1%)
07/28 07:37:22 PM | Valid: [ 13/600] Step 208/208 Loss 0.553 Prec@(1,5) (81.2%, 99.1%)
07/28 07:37:22 PM | Valid: [ 13/600] Final Prec@1 81.2300%
07/28 07:37:23 PM | Epoch 13 LR 0.024966430965305722
07/28 07:37:23 PM | Train: [ 14/600] Step 000/1041 Loss 0.941 Prec@(1,5) (75.0%, 93.8%)
07/28 07:38:28 PM | Train: [ 14/600] Step 200/1041 Loss 0.864 Prec@(1,5) (78.7%, 98.5%)
07/28 07:39:31 PM | Train: [ 14/600] Step 400/1041 Loss 0.882 Prec@(1,5) (78.3%, 98.4%)
07/28 07:40:48 PM | Train: [ 14/600] Step 600/1041 Loss 0.882 Prec@(1,5) (78.3%, 98.5%)
07/28 07:42:11 PM | Train: [ 14/600] Step 800/1041 Loss 0.882 Prec@(1,5) (78.4%, 98.5%)
07/28 07:43:32 PM | Train: [ 14/600] Step 1000/1041 Loss 0.882 Prec@(1,5) (78.5%, 98.5%)
07/28 07:43:49 PM | Train: [ 14/600] Step 1041/1041 Loss 0.879 Prec@(1,5) (78.5%, 98.5%)
07/28 07:43:49 PM | Train: [ 14/600] Final Prec@1 78.4960%
07/28 07:43:49 PM | Valid: [ 14/600] Step 000/208 Loss 0.429 Prec@(1,5) (85.4%, 97.9%)
07/28 07:44:07 PM | Valid: [ 14/600] Step 200/208 Loss 0.505 Prec@(1,5) (83.1%, 99.1%)
07/28 07:44:08 PM | Valid: [ 14/600] Step 208/208 Loss 0.508 Prec@(1,5) (83.0%, 99.1%)
07/28 07:44:08 PM | Valid: [ 14/600] Final Prec@1 83.0400%
07/28 07:44:08 PM | Epoch 14 LR 0.024961466671664097
07/28 07:44:09 PM | Train: [ 15/600] Step 000/1041 Loss 0.961 Prec@(1,5) (75.0%, 97.9%)
07/28 07:45:31 PM | Train: [ 15/600] Step 200/1041 Loss 0.839 Prec@(1,5) (79.2%, 98.9%)
07/28 07:46:54 PM | Train: [ 15/600] Step 400/1041 Loss 0.851 Prec@(1,5) (79.0%, 98.7%)
07/28 07:48:05 PM | Train: [ 15/600] Step 600/1041 Loss 0.858 Prec@(1,5) (78.8%, 98.7%)
07/28 07:49:25 PM | Train: [ 15/600] Step 800/1041 Loss 0.862 Prec@(1,5) (78.8%, 98.6%)
07/28 07:50:47 PM | Train: [ 15/600] Step 1000/1041 Loss 0.858 Prec@(1,5) (78.9%, 98.7%)
07/28 07:51:03 PM | Train: [ 15/600] Step 1041/1041 Loss 0.860 Prec@(1,5) (78.8%, 98.7%)
07/28 07:51:03 PM | Train: [ 15/600] Final Prec@1 78.8440%
07/28 07:51:03 PM | Valid: [ 15/600] Step 000/208 Loss 0.440 Prec@(1,5) (85.4%, 100.0%)
07/28 07:51:20 PM | Valid: [ 15/600] Step 200/208 Loss 0.492 Prec@(1,5) (83.3%, 99.1%)
07/28 07:51:21 PM | Valid: [ 15/600] Step 208/208 Loss 0.493 Prec@(1,5) (83.4%, 99.1%)
07/28 07:51:21 PM | Valid: [ 15/600] Final Prec@1 83.3600%
07/28 07:51:22 PM | Epoch 15 LR 0.024956160740618804
07/28 07:51:23 PM | Train: [ 16/600] Step 000/1041 Loss 0.847 Prec@(1,5) (79.2%, 100.0%)
07/28 07:52:46 PM | Train: [ 16/600] Step 200/1041 Loss 0.820 Prec@(1,5) (80.2%, 98.8%)
07/28 07:54:10 PM | Train: [ 16/600] Step 400/1041 Loss 0.834 Prec@(1,5) (79.6%, 98.8%)
07/28 07:55:28 PM | Train: [ 16/600] Step 600/1041 Loss 0.849 Prec@(1,5) (79.1%, 98.7%)
07/28 07:56:34 PM | Train: [ 16/600] Step 800/1041 Loss 0.846 Prec@(1,5) (79.2%, 98.7%)
07/28 07:57:41 PM | Train: [ 16/600] Step 1000/1041 Loss 0.843 Prec@(1,5) (79.3%, 98.7%)
07/28 07:57:55 PM | Train: [ 16/600] Step 1041/1041 Loss 0.845 Prec@(1,5) (79.3%, 98.7%)
07/28 07:57:55 PM | Train: [ 16/600] Final Prec@1 79.3340%
07/28 07:57:55 PM | Valid: [ 16/600] Step 000/208 Loss 0.329 Prec@(1,5) (91.7%, 100.0%)
07/28 07:58:10 PM | Valid: [ 16/600] Step 200/208 Loss 0.491 Prec@(1,5) (83.4%, 99.2%)
07/28 07:58:11 PM | Valid: [ 16/600] Step 208/208 Loss 0.490 Prec@(1,5) (83.3%, 99.2%)
07/28 07:58:11 PM | Valid: [ 16/600] Final Prec@1 83.3200%
07/28 07:58:11 PM | Epoch 16 LR 0.02495051331763462
07/28 07:58:12 PM | Train: [ 17/600] Step 000/1041 Loss 1.010 Prec@(1,5) (70.8%, 97.9%)
07/28 07:59:32 PM | Train: [ 17/600] Step 200/1041 Loss 0.805 Prec@(1,5) (80.4%, 98.9%)
07/28 08:00:53 PM | Train: [ 17/600] Step 400/1041 Loss 0.816 Prec@(1,5) (80.1%, 98.9%)
07/28 08:02:12 PM | Train: [ 17/600] Step 600/1041 Loss 0.820 Prec@(1,5) (79.9%, 98.8%)
07/28 08:03:32 PM | Train: [ 17/600] Step 800/1041 Loss 0.825 Prec@(1,5) (79.9%, 98.8%)
07/28 08:04:55 PM | Train: [ 17/600] Step 1000/1041 Loss 0.835 Prec@(1,5) (79.6%, 98.8%)
07/28 08:05:12 PM | Train: [ 17/600] Step 1041/1041 Loss 0.835 Prec@(1,5) (79.6%, 98.8%)
07/28 08:05:12 PM | Train: [ 17/600] Final Prec@1 79.5640%
07/28 08:05:12 PM | Valid: [ 17/600] Step 000/208 Loss 0.250 Prec@(1,5) (93.8%, 100.0%)
07/28 08:05:31 PM | Valid: [ 17/600] Step 200/208 Loss 0.490 Prec@(1,5) (83.7%, 99.1%)
07/28 08:05:31 PM | Valid: [ 17/600] Step 208/208 Loss 0.489 Prec@(1,5) (83.7%, 99.1%)
07/28 08:05:31 PM | Valid: [ 17/600] Final Prec@1 83.7000%
07/28 08:05:32 PM | Epoch 17 LR 0.0249445245575385
07/28 08:05:33 PM | Train: [ 18/600] Step 000/1041 Loss 0.895 Prec@(1,5) (83.3%, 97.9%)
07/28 08:06:39 PM | Train: [ 18/600] Step 200/1041 Loss 0.814 Prec@(1,5) (79.9%, 98.8%)
07/28 08:07:58 PM | Train: [ 18/600] Step 400/1041 Loss 0.829 Prec@(1,5) (79.6%, 98.6%)
07/28 08:09:20 PM | Train: [ 18/600] Step 600/1041 Loss 0.825 Prec@(1,5) (79.7%, 98.7%)
07/28 08:10:42 PM | Train: [ 18/600] Step 800/1041 Loss 0.819 Prec@(1,5) (79.8%, 98.7%)
07/28 08:12:04 PM | Train: [ 18/600] Step 1000/1041 Loss 0.822 Prec@(1,5) (79.8%, 98.7%)
07/28 08:12:21 PM | Train: [ 18/600] Step 1041/1041 Loss 0.823 Prec@(1,5) (79.7%, 98.7%)
07/28 08:12:21 PM | Train: [ 18/600] Final Prec@1 79.7340%
07/28 08:12:22 PM | Valid: [ 18/600] Step 000/208 Loss 0.396 Prec@(1,5) (85.4%, 100.0%)
07/28 08:12:41 PM | Valid: [ 18/600] Step 200/208 Loss 0.508 Prec@(1,5) (82.3%, 99.1%)
07/28 08:12:41 PM | Valid: [ 18/600] Step 208/208 Loss 0.511 Prec@(1,5) (82.1%, 99.1%)
07/28 08:12:41 PM | Valid: [ 18/600] Final Prec@1 82.0800%
07/28 08:12:42 PM | Epoch 18 LR 0.024938194624515332
07/28 08:12:43 PM | Train: [ 19/600] Step 000/1041 Loss 0.869 Prec@(1,5) (81.2%, 91.7%)
07/28 08:13:57 PM | Train: [ 19/600] Step 200/1041 Loss 0.813 Prec@(1,5) (80.0%, 98.8%)
07/28 08:15:02 PM | Train: [ 19/600] Step 400/1041 Loss 0.814 Prec@(1,5) (80.1%, 98.7%)
07/28 08:16:08 PM | Train: [ 19/600] Step 600/1041 Loss 0.818 Prec@(1,5) (80.0%, 98.7%)
07/28 08:17:21 PM | Train: [ 19/600] Step 800/1041 Loss 0.810 Prec@(1,5) (80.2%, 98.8%)
07/28 08:18:42 PM | Train: [ 19/600] Step 1000/1041 Loss 0.812 Prec@(1,5) (80.1%, 98.8%)
07/28 08:18:59 PM | Train: [ 19/600] Step 1041/1041 Loss 0.814 Prec@(1,5) (80.1%, 98.7%)
07/28 08:18:59 PM | Train: [ 19/600] Final Prec@1 80.1220%
07/28 08:18:59 PM | Valid: [ 19/600] Step 000/208 Loss 0.230 Prec@(1,5) (91.7%, 100.0%)
07/28 08:19:17 PM | Valid: [ 19/600] Step 200/208 Loss 0.454 Prec@(1,5) (84.8%, 99.2%)
07/28 08:19:17 PM | Valid: [ 19/600] Step 208/208 Loss 0.453 Prec@(1,5) (84.8%, 99.3%)
07/28 08:19:17 PM | Valid: [ 19/600] Final Prec@1 84.7500%
07/28 08:19:18 PM | Epoch 19 LR 0.024931523692103417
07/28 08:19:19 PM | Train: [ 20/600] Step 000/1041 Loss 0.787 Prec@(1,5) (81.2%, 100.0%)
07/28 08:20:40 PM | Train: [ 20/600] Step 200/1041 Loss 0.797 Prec@(1,5) (80.4%, 98.8%)
07/28 08:22:03 PM | Train: [ 20/600] Step 400/1041 Loss 0.803 Prec@(1,5) (80.1%, 98.9%)
07/28 08:23:29 PM | Train: [ 20/600] Step 600/1041 Loss 0.804 Prec@(1,5) (80.1%, 98.8%)
07/28 08:24:37 PM | Train: [ 20/600] Step 800/1041 Loss 0.801 Prec@(1,5) (80.4%, 98.8%)
07/28 08:25:54 PM | Train: [ 20/600] Step 1000/1041 Loss 0.801 Prec@(1,5) (80.4%, 98.9%)
07/28 08:26:10 PM | Train: [ 20/600] Step 1041/1041 Loss 0.801 Prec@(1,5) (80.4%, 98.9%)
07/28 08:26:10 PM | Train: [ 20/600] Final Prec@1 80.3880%
07/28 08:26:11 PM | Valid: [ 20/600] Step 000/208 Loss 0.453 Prec@(1,5) (85.4%, 100.0%)
07/28 08:26:30 PM | Valid: [ 20/600] Step 200/208 Loss 0.471 Prec@(1,5) (84.4%, 99.3%)
07/28 08:26:30 PM | Valid: [ 20/600] Step 208/208 Loss 0.472 Prec@(1,5) (84.5%, 99.3%)
07/28 08:26:31 PM | Valid: [ 20/600] Final Prec@1 84.4600%
07/28 08:26:31 PM | Epoch 20 LR 0.02492451194318975
07/28 08:26:32 PM | Train: [ 21/600] Step 000/1041 Loss 0.585 Prec@(1,5) (83.3%, 100.0%)
07/28 08:27:55 PM | Train: [ 21/600] Step 200/1041 Loss 0.786 Prec@(1,5) (81.0%, 98.7%)
07/28 08:29:16 PM | Train: [ 21/600] Step 400/1041 Loss 0.792 Prec@(1,5) (80.7%, 98.7%)
07/28 08:30:41 PM | Train: [ 21/600] Step 600/1041 Loss 0.794 Prec@(1,5) (80.6%, 98.7%)
07/28 08:32:04 PM | Train: [ 21/600] Step 800/1041 Loss 0.792 Prec@(1,5) (80.7%, 98.8%)
07/28 08:33:12 PM | Train: [ 21/600] Step 1000/1041 Loss 0.795 Prec@(1,5) (80.6%, 98.7%)
07/28 08:33:26 PM | Train: [ 21/600] Step 1041/1041 Loss 0.794 Prec@(1,5) (80.6%, 98.7%)
07/28 08:33:26 PM | Train: [ 21/600] Final Prec@1 80.5940%
07/28 08:33:26 PM | Valid: [ 21/600] Step 000/208 Loss 0.270 Prec@(1,5) (93.8%, 100.0%)
07/28 08:33:41 PM | Valid: [ 21/600] Step 200/208 Loss 0.486 Prec@(1,5) (83.3%, 99.3%)
07/28 08:33:42 PM | Valid: [ 21/600] Step 208/208 Loss 0.485 Prec@(1,5) (83.3%, 99.3%)
07/28 08:33:42 PM | Valid: [ 21/600] Final Prec@1 83.3200%
07/28 08:33:43 PM | Epoch 21 LR 0.024917159570004954
07/28 08:33:43 PM | Train: [ 22/600] Step 000/1041 Loss 0.636 Prec@(1,5) (81.2%, 100.0%)
07/28 08:34:48 PM | Train: [ 22/600] Step 200/1041 Loss 0.789 Prec@(1,5) (80.4%, 98.9%)
07/28 08:36:09 PM | Train: [ 22/600] Step 400/1041 Loss 0.778 Prec@(1,5) (80.8%, 98.9%)
07/28 08:37:34 PM | Train: [ 22/600] Step 600/1041 Loss 0.793 Prec@(1,5) (80.4%, 98.9%)
07/28 08:38:58 PM | Train: [ 22/600] Step 800/1041 Loss 0.793 Prec@(1,5) (80.5%, 98.8%)
07/28 08:40:23 PM | Train: [ 22/600] Step 1000/1041 Loss 0.796 Prec@(1,5) (80.5%, 98.8%)
07/28 08:40:41 PM | Train: [ 22/600] Step 1041/1041 Loss 0.795 Prec@(1,5) (80.5%, 98.8%)
07/28 08:40:41 PM | Train: [ 22/600] Final Prec@1 80.4540%
07/28 08:40:42 PM | Valid: [ 22/600] Step 000/208 Loss 0.367 Prec@(1,5) (89.6%, 100.0%)
07/28 08:41:00 PM | Valid: [ 22/600] Step 200/208 Loss 0.411 Prec@(1,5) (86.1%, 99.4%)
07/28 08:41:00 PM | Valid: [ 22/600] Step 208/208 Loss 0.410 Prec@(1,5) (86.2%, 99.4%)
07/28 08:41:01 PM | Valid: [ 22/600] Final Prec@1 86.1500%
07/28 08:41:01 PM | Epoch 22 LR 0.02490946677411807
07/28 08:41:02 PM | Train: [ 23/600] Step 000/1041 Loss 0.978 Prec@(1,5) (70.8%, 100.0%)
07/28 08:42:24 PM | Train: [ 23/600] Step 200/1041 Loss 0.775 Prec@(1,5) (81.0%, 98.7%)
07/28 08:43:31 PM | Train: [ 23/600] Step 400/1041 Loss 0.778 Prec@(1,5) (80.8%, 98.9%)
07/28 08:44:54 PM | Train: [ 23/600] Step 600/1041 Loss 0.782 Prec@(1,5) (80.8%, 98.9%)
07/28 08:46:18 PM | Train: [ 23/600] Step 800/1041 Loss 0.782 Prec@(1,5) (80.8%, 98.9%)
07/28 08:47:43 PM | Train: [ 23/600] Step 1000/1041 Loss 0.781 Prec@(1,5) (80.9%, 98.9%)
07/28 08:48:00 PM | Train: [ 23/600] Step 1041/1041 Loss 0.780 Prec@(1,5) (81.0%, 98.9%)
07/28 08:48:00 PM | Train: [ 23/600] Final Prec@1 80.9580%
07/28 08:48:00 PM | Valid: [ 23/600] Step 000/208 Loss 0.369 Prec@(1,5) (87.5%, 100.0%)
07/28 08:48:18 PM | Valid: [ 23/600] Step 200/208 Loss 0.442 Prec@(1,5) (85.3%, 99.3%)
07/28 08:48:19 PM | Valid: [ 23/600] Step 208/208 Loss 0.441 Prec@(1,5) (85.4%, 99.3%)
07/28 08:48:19 PM | Valid: [ 23/600] Final Prec@1 85.3900%
07/28 08:48:20 PM | Epoch 23 LR 0.024901433766430975
07/28 08:48:20 PM | Train: [ 24/600] Step 000/1041 Loss 0.638 Prec@(1,5) (81.2%, 97.9%)
07/28 08:49:45 PM | Train: [ 24/600] Step 200/1041 Loss 0.794 Prec@(1,5) (80.4%, 98.8%)
07/28 08:51:08 PM | Train: [ 24/600] Step 400/1041 Loss 0.788 Prec@(1,5) (80.6%, 98.8%)
07/28 08:52:15 PM | Train: [ 24/600] Step 600/1041 Loss 0.782 Prec@(1,5) (80.8%, 98.8%)
07/28 08:53:21 PM | Train: [ 24/600] Step 800/1041 Loss 0.783 Prec@(1,5) (80.7%, 98.8%)
07/28 08:54:34 PM | Train: [ 24/600] Step 1000/1041 Loss 0.783 Prec@(1,5) (80.7%, 98.8%)
07/28 08:54:51 PM | Train: [ 24/600] Step 1041/1041 Loss 0.785 Prec@(1,5) (80.6%, 98.8%)
07/28 08:54:51 PM | Train: [ 24/600] Final Prec@1 80.6480%
07/28 08:54:52 PM | Valid: [ 24/600] Step 000/208 Loss 0.241 Prec@(1,5) (93.8%, 100.0%)
07/28 08:55:10 PM | Valid: [ 24/600] Step 200/208 Loss 0.440 Prec@(1,5) (85.4%, 99.3%)
07/28 08:55:11 PM | Valid: [ 24/600] Step 208/208 Loss 0.440 Prec@(1,5) (85.3%, 99.3%)
07/28 08:55:11 PM | Valid: [ 24/600] Final Prec@1 85.3100%
07/28 08:55:12 PM | Epoch 24 LR 0.02489306076717263
07/28 08:55:12 PM | Train: [ 25/600] Step 000/1041 Loss 1.022 Prec@(1,5) (68.8%, 97.9%)
07/28 08:56:36 PM | Train: [ 25/600] Step 200/1041 Loss 0.750 Prec@(1,5) (81.9%, 98.9%)
07/28 08:58:01 PM | Train: [ 25/600] Step 400/1041 Loss 0.759 Prec@(1,5) (81.6%, 98.9%)
07/28 08:59:25 PM | Train: [ 25/600] Step 600/1041 Loss 0.765 Prec@(1,5) (81.6%, 98.8%)
07/28 09:00:52 PM | Train: [ 25/600] Step 800/1041 Loss 0.771 Prec@(1,5) (81.4%, 98.8%)
07/28 09:02:04 PM | Train: [ 25/600] Step 1000/1041 Loss 0.771 Prec@(1,5) (81.4%, 98.8%)
07/28 09:02:18 PM | Train: [ 25/600] Step 1041/1041 Loss 0.772 Prec@(1,5) (81.3%, 98.8%)
07/28 09:02:18 PM | Train: [ 25/600] Final Prec@1 81.3300%
07/28 09:02:19 PM | Valid: [ 25/600] Step 000/208 Loss 0.554 Prec@(1,5) (83.3%, 100.0%)
07/28 09:02:34 PM | Valid: [ 25/600] Step 200/208 Loss 0.654 Prec@(1,5) (79.2%, 97.7%)
07/28 09:02:35 PM | Valid: [ 25/600] Step 208/208 Loss 0.652 Prec@(1,5) (79.2%, 97.7%)
